index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,weighted_latency,index_prev
1786,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.621,3134855976,1046959,147157528,99.625,1416,121.001,628053,0,13355034.43,1476.344,112.03,26121274,1416,34836033.5,0.001,;1;14;3,2,base,0.232943,0.932803304,236.722,20.045,18,25.625,116.472,1785
1787,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.635,2858919269,441634,130250949.5,75.655,966,92.999,564010,0,5725984.669,1471.313,1.593,30346120,966,14467957,0.001,;1;14;4,2,base,0.000001,217290,0.001,17.169,2,22.985,0.001,
1788,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.611,3069006561,973582,148051112,99.248,1263,90.003,628197.5,0,12433564.91,1471.977,111.636,19554943,1263,36916113,0.001,;1;14;4,2,base,0.232838,0.933223958,238.163,21.039,18,29.699,116.419,1787
1789,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.641,2937088424,464901,133920894.5,75.251,784,39,580761.5,0,5463937.736,1467.945,1.91,31374048.5,784,12384732,0.001,;1;14;5,2,base,0.000001,217290,0.001,20.288,2,26.704,0.001,
1790,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.605,3115622173,1044190.5,149698240,99.625,1249,100.007,643693.5,0,13124171.47,1470.016,111.598,24539462,1249,40288006.5,0.001,;1;14;5,2,base,0.233005,0.932555095,236.682,22.735,18,29.404,116.502,1789
1791,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.64,2736555539,486208,126528612,75.75,974,122,543806,0,7087826.489,1471.973,1.923,39398457,974,10743280.5,0.001,;1;14;6,2,base,0.000001,217290,0.001,20.002,2,27.428,0.001,
1792,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.609,2963746734,1052600,142170415,99.497,1457,96.001,607832,0,14691979.12,1476.219,111.385,23623034,1457,44593606.5,0.001,;1;14;6,2,base,0.22676,0.958237784,230.154,20.241,18,27.34,113.38,1791
1793,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.64,2736742683,432811,124303908,75.689,923,54.003,539246.5,0,5126318.427,1473.719,1.894,66541464,923,7796138.5,0.001,;1;14;7,2,base,0.000001,217290,0.001,18.612,2,24.137,0.001,
1794,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.606,3052719409,1055769.5,147152132.3,99.625,1261,53,624797.25,0,12848147.02,1476.223,111.515,34137315.5,1260,37903440.25,0.001,;1;14;7,2,base,0.224278,0.96884224,230.179,19.368,18,25.507,112.139,1793
1795,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.639,2832623465,398265,129912829,75.313,784,37,557906.5,0,3250602.921,1470.871,1.502,14913406,781,9367407,0.001,;1;14;8,2,base,0.000001,217290,0.001,19.418,2,26.308,0.001,
