index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,weighted_latency,interference_prev,index_prev
700,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.651,2061519328.0,210522.0,91738816.5,50.312,745,36.999,392335.0,0,3608622.047,905.91,1.78,7484383.0,745,16708503.5,,;16,2,0.001,1.032,0.717054263566,1.032,18.276,2,24.263,0.516,;16;3,3678.0
701,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,4205285674.0,797628.5,186261357.5,99.501,1438,117.0,803756.5,0,4085169.921,2185.086,1.841,28803059.0,1438,47258842.0,0.001,;16;10;11,2,base,1.004,0.737051792829,1.004,20.699,2,28.662,0.502,;16;10;11;3,2641.0
702,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.641,4020824287.0,776787.5,180874087.0,99.624,1408,68.0,779736.0,0,4167001.581,2172.953,2.169,160293537.5,1408,50636312.5,0.001,;16;13;17,2,base,1.065,0.694835680751,1.065,18.749,2,23.686,0.532,;16;13;17;3,3933.0
703,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.643,3785452627.0,738698.0,171976490.5,99.252,1249,108.0,733003.5,0,3682049.094,2208.348,2.174,61671336.0,1249,37564577.0,0.001,;16;13;20,2,base,1.074,0.689013035382,1.074,20.833,2,26.037,0.537,;16;13;20;3,4569.0
704,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.654,3153513548.0,432059.0,138282214.0,76.25,1109,1276.008,593996.5,0,4445532.655,1420.398,2.355,100379968.0,1105,15479978.5,0.001,;16;14,2,base,1.039,0.712223291627,1.039,18.309,2,25.578,0.519,;16;14;3,3282.0
705,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.624,2867395986.0,820622.0,134494656.0,95.006,1178,93.002,579539.0,0,8143553.181,2170.605,2.034,50872054.5,1176,25423271.0,0.001,;16;14;8,2,base,0.841,0.879904875149,0.841,20.27,2,28.233,0.42,;16;14;8;3,1981.0
706,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.654,4047586734.0,718663.5,177852118.5,97.368,1263,4893.96,774156.5,0,4650080.296,2177.77,2.285,270621117.0,1263,40299419.0,0.001,;16;15;16,2,base,1.082,0.683918669131,1.082,139.515,2,145.881,0.541,;16;15;16;3,3721.0
707,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.665,3266564621.0,495348.0,141434320.5,75.377,1154,136.0,605544.0,0,3496649.563,1342.449,1.859,30265816.5,1154,27727309.5,0.001,;16;17,2,base,1.062,0.696798493409,1.062,15.251,2,21.002,0.531,;16;17;3,3931.0
708,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.651,2834537002.0,436241.0,126028309.5,75.219,1009,56.0,539697.5,0,4331727.687,1444.969,2.074,60239532.0,1005,13822759.5,0.001,;16;20,2,base,1.101,0.672116257947,1.101,20.893,2,28.466,0.55,;16;20;3,4567.0
709,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.642,1598694967.0,226934.0,74194379.5,54.831,914,58.002,309544.0,0,3135082.237,1416.816,2.085,13470481.0,914,12377227.5,0.001,;16;5,2,base,1.029,0.719144800777,1.029,16.498,2,22.223,0.514,;16;5;3,1317.0
710,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.666,3083322919.0,477582.0,132015481.0,74.75,1046,64.999,566208.5,0,4891186.525,1397.973,2.404,38362062.0,1041,13242266.0,0.001,;16;9,2,base,1.006,0.735586481113,1.006,13.995,2,19.646,0.503,;16;9;3,2189.0
711,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.68,2158461044.0,234810.0,90556488.0,50.188,612,16.999,383232.0,0,4796528.275,912.113,2.092,6733836.0,610,7344211.0,0.001,;17,2,base,1.021,0.724779627816,1.021,17.548,2,23.287,0.51,;17;3,3892.0
712,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.658,3025131702.0,435083.0,132324694.5,75.094,1116,70.002,573228.25,0,3415164.656,1393.801,2.577,16004809.0,1116,16506606.75,0.001,;17;11,2,base,0.804,0.92039800995,0.804,16.729,2,21.27,0.402,;17;11;3,2646.0
713,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.658,4013912899.0,798456.0,174659133.0,99.375,1304,149.0,751564.5,0,4373806.907,2168.773,2.076,18912922.5,1305,44299525.5,,;17;12;6,2,0.001,0.876,0.844748858447,0.876,19.218,2,25.672,0.438,;17;12;6;3,1564.0
714,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.643,4077370705.0,861369.5,181567518.0,99.377,1063,72.0,787318.0,0,5529669.161,2161.105,2.259,10756619.5,1063,38325030.0,0.001,;17;15;15,2,base,0.876,0.844748858447,0.876,188.846,2,196.11,0.438,;17;15;15;3,3508.0
715,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.65,3113057420.0,482417.5,138842700.0,75.766,1116,576.001,599946.5,0,4350278.385,1390.412,1.796,49225881.5,1116,19195969.25,0.001,;17;16,2,base,0.851,0.869565217391,0.851,14.68,2,20.273,0.425,;17;16;3,3723.0
716,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.652,3010918680.0,441787.0,134252644.0,74.875,991,84.0,572979.5,0,5167197.485,1372.086,2.46,50617185.5,989,20342777.5,0.001,;17;2,2,base,1.093,0.67703568161,1.093,16.214,2,23.546,0.546,;17;2;3,401.0
717,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.651,3785806246.0,707566.0,168141123.0,99.875,1244,101.0,732964.0,0,3838754.902,2172.434,2.021,64714798.0,1244,58368824.0,0.001,;17;20;13,2,base,1.104,0.670289855072,1.104,20.925,2,28.131,0.552,;17;20;13;3,3067.0
718,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.669,4278596494.0,715092.5,181555948.0,99.502,1188,142.003,788934.5,0,4649365.524,2189.305,2.085,49099759.0,1188,43430551.0,0.001,;17;3;14,2,base,1.183,0.625528317836,1.183,18.902,2,24.589,0.592,;17;3;14;3,3294.0
719,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.641,3805525785.0,874873.5,171253567.0,99.127,1374,975.029,741827.0,0,5705287.625,2216.633,2.348,31961128.0,1374,36401947.0,0.001,;17;4;15,2,base,0.823,0.89914945322,0.823,25.091,2,32.575,0.411,;17;4;15;3,3511.0
720,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.667,2867290544.0,472937.0,122001720.0,74.843,1068,116.0,520003.5,0,6451644.326,1414.688,2.25,33003280.0,1068,14046457.5,0.001,;17;5,2,base,1.063,0.696142991533,1.063,16.83,2,23.078,0.531,;17;5;3,1321.0
721,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.672,2977085478.0,518014.5,126542252.5,74.875,1048,35.0,542508.0,0,4233516.276,1409.426,1.94,14182007.0,1048,23919077.0,0.001,;17;7,2,base,1.022,0.724070450098,1.022,18.929,2,26.099,0.511,;17;7;3,1772.0
722,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.666,4225807635.0,627196.0,181818818.0,99.499,1127,95.002,784301.0,0,3048575.351,2196.152,2.46,9825903.0,1123,62457026.0,0.001,;17;9;18,2,base,1.033,0.716360116167,1.033,23.537,2,30.474,0.516,;17;9;18;3,4158.0
723,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,2029747187.0,181487.0,91095779.5,49.812,636,23.001,390744.0,0,3264077.699,947.16,2.345,547418.5,636,8547697.0,0.001,;18,2,base,0.948,0.7805907173,0.948,19.384,2,26.399,0.474,;18;3,4112.0
724,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,3082232444.0,553198.0,136459019.5,77.972,1439,3208.02,583163.5,0,5249261.631,1414.871,2.315,160125549.5,1439,18309390.5,0.001,;18;14,2,base,0.943,0.784729586426,0.943,16.163,2,25.032,0.471,;18;14;3,3296.0
725,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.648,4197036782.0,739414.75,189437444.0,99.373,1227,96.002,813901.5,0,3590652.155,2173.141,2.733,29560273.0,1226,46718117.25,0.001,;18;16;10,2,base,0.758,0.976253298153,0.758,19.662,2,27.0,0.379,;18;16;10;3,2423.0
726,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.65,4109171675.0,757620.0,183447179.5,99.625,1329,113.0,793161.5,0,3391463.868,2155.02,2.512,33864486.5,1329,52520069.0,0.001,;18;17;13,2,base,1.056,0.700757575758,1.056,20.203,2,26.45,0.528,;18;17;13;3,3070.0
727,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.659,2904841594.0,415092.0,126398332.5,77.193,1061,1229.957,538574.0,0,4134641.936,1360.551,2.179,188284028.5,1061,20369355.5,0.001,;18;20,2,base,0.932,0.793991416309,0.932,14.82,2,21.018,0.466,;18;20;3,4577.0
728,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.684,3184452950.0,419222.0,131052795.0,74.906,1017,65.0,564786.5,0,3145573.351,1405.512,3.717,14355506.5,1017,20460845.5,0.001,;18;3,2,base,0.812,0.911330049261,0.812,16.199,2,23.494,0.406,;18;3;3,723.0
729,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.654,3436959822.0,677732.5,154246749.0,99.25,1275,100.0,657673.5,0,5664826.658,2152.977,3.305,62814550.5,1275,50396553.0,0.001,;18;5;20,2,base,1.039,0.712223291627,1.039,19.449,2,25.935,0.519,;18;5;20;3,4580.0
730,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.665,2912810996.0,434400.0,126113894.5,75.063,1095,1236.007,535931.0,0,4411147.673,1371.234,2.63,148618059.0,1093,11685708.5,0.001,;18;6,2,base,1.058,0.69943289225,1.058,16.338,2,21.163,0.529,;18;6;3,1569.0
731,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,3614462679.0,585104.0,161134226.0,99.75,1163,129.497,693237.5,0,3033422.587,2152.977,2.09,65165455.5,1163,53827204.5,0.001,;18;7;7,2,base,1.059,0.698772426818,1.059,20.96,2,26.409,0.529,;18;7;7;3,1785.0
732,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.666,2082578234.0,233552.0,90629066.0,49.562,594,12.0,386711.0,0,3554422.882,938.109,1.777,7473528.5,594,6661468.0,0.001,;19,2,base,1.066,0.694183864916,1.066,17.547,2,24.766,0.533,;19;3,4326.0
733,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.646,3076325019.0,480900.0,138433387.0,75.219,1183,125.0,596701.0,0,3688608.23,1373.168,2.567,58503806.0,1182,16709995.0,0.001,;19;10,2,base,0.842,0.878859857482,0.842,16.216,2,22.693,0.421,;19;10;3,2424.0
734,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,2979493026.0,495471.0,132873443.5,74.969,1163,115.0,569788.5,0,4975756.072,1381.383,2.197,34198042.0,1159,18506973.5,0.001,;19;13,2,base,0.796,0.929648241206,0.796,15.628,2,20.961,0.398,;19;13;3,3073.0
735,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.668,3876525756.0,665242.5,167305996.0,99.625,1169,90.0,717737.5,0,3287352.732,2143.051,2.351,19171862.5,1169,54693085.5,0.001,;19;16;7,2,base,1.089,0.679522497704,1.089,19.909,2,27.44,0.544,;19;16;7;3,1790.0
736,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.649,2987516336.0,595180.5,132969927.0,75.469,1406,117.002,566744.5,0,5307117.786,1407.609,3.696,35405764.0,1405,40205196.5,0.001,;19;19,2,base,1.017,0.727630285152,1.017,15.037,2,20.849,0.508,;19;19;3,4372.0
737,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.646,3383294469.0,687276.0,149982414.0,100.0,1265,5185.991,644347.5,0,5698747.098,2166.094,2.322,439179028.0,1265,54397518.5,0.001,;19;2;5,2,base,1.052,0.703422053232,1.052,22.003,2,28.977,0.526,;19;2;5;3,1346.0
738,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.679,3095994005.0,455097.0,129237487.0,77.945,1041,2012.954,560543.5,0,3962100.814,1420.668,2.559,22254232.0,1041,17762679.0,0.001,;19;3,2,base,0.745,0.993288590604,0.745,15.214,2,22.671,0.372,;19;3;3,732.0
739,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,3895439687.0,702954.5,170273313.0,99.499,1228,97.001,740378.0,0,3799821.794,2152.535,1.832,60011022.0,1228,50897730.5,0.001,;19;8;10,2,base,1.072,0.690298507463,1.072,21.828,2,29.563,0.536,;19;8;10;3,2428.0
740,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.671,3210353366.0,428076.0,136984700.5,75.094,1037,133.001,588105.0,0,2528955.314,1393.398,2.309,23407142.5,1036,18171252.5,0.001,;1;1,2,base,1.067,0.693533270853,1.067,14.569,2,21.233,0.533,;1;1;3,1.0
741,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.652,3105099650.0,472088.0,136913062.0,75.0,980,95.5,584845.5,0,4273634.744,1372.451,2.096,80137550.0,976,21518281.5,0.001,;1;10,2,base,0.903,0.819490586932,0.903,17.704,2,23.359,0.452,;1;10;3,2377.0
742,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.684,3202857091.0,380927.0,132570634.5,75.78,1026,891.002,577224.5,0,2929044.815,1379.086,2.169,99352970.5,1024,20614167.5,0.001,;1;11,2,base,1.146,0.64572425829,1.146,15.628,2,21.794,0.573,;1;11;3,2597.0
743,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.65,4107072248.0,852558.5,181565090.5,99.625,1252,83.0,789485.5,0,5692294.304,2149.406,2.168,33827817.0,1252,40509728.0,0.001,;1;12;14,2,base,1.108,0.667870036101,1.108,22.786,2,30.652,0.554,;1;12;14;3,3308.0
744,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.648,4061242339.0,829885.5,183330364.0,99.624,1148,89.0,780230.5,0,4296363.315,2205.863,1.997,21977447.5,1148,60215502.0,0.001,;1;12;2,2,base,1.193,0.620284995809,1.193,25.415,2,31.063,0.597,;1;12;2;3,423.0
745,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.648,3087267027.0,431370.0,137465998.5,74.5,1001,95.0,596472.0,0,3375877.378,1380.586,2.399,15011613.0,1001,15808026.0,0.001,;1;16,2,base,1.032,0.717054263566,1.032,15.697,2,20.684,0.516,;1;16;3,3679.0
746,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,3080271529.0,428156.0,136297981.0,75.375,1068,92.0,588817.0,0,2939241.21,1395.355,1.313,60294530.5,1063,20802496.5,0.001,;1;18,2,base,1.128,0.656028368794,1.128,17.071,2,24.122,0.564,;1;18;3,4113.0
747,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.658,3964469595.0,830536.5,170487837.0,99.374,1346,118.999,741462.5,0,5566559.285,2145.18,2.156,76201606.0,1346,52994885.5,0.001,;1;18;15,2,base,0.969,0.763673890609,0.969,20.922,2,27.31,0.484,;1;18;15;3,3522.0
748,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.673,2794791890.0,420753.0,117035236.0,74.625,1010,64.0,498130.0,0,4714360.351,1403.996,2.34,11025770.5,1005,13932003.5,0.001,;1;2,2,base,0.817,0.905752753978,0.817,18.475,2,24.515,0.408,;1;2;3,326.0
749,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.645,2567575866.0,630191.0,114881786.5,78.125,1139,2043.032,500082.5,0,11901483.39,1393.996,2.038,133306239.0,1135,24965528.0,0.001,;6;15,2,base,0.904,0.818584070796,0.904,15.014,2,19.742,0.452,;1;20;3,3547.0
750,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.666,2952292313.0,362815.0,128110137.5,74.874,957,77.0,553120.0,0,3350981.15,1406.543,2.402,17824460.5,957,11285226.0,0.001,;1;7,2,base,1.083,0.683287165282,1.083,16.25,2,22.081,0.541,;1;7;3,1735.0
751,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.655,3590327960.0,801443.5,156776400.0,99.563,1178,102.505,672129.5,0,5770453.537,2169.227,2.081,11453960.5,1178,36969425.5,0.001,;1;8;5,2,base,1.034,0.715667311412,1.034,139.315,2,145.15,0.517,;1;8;5;3,1356.0
752,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.67,2074519398.0,255074.0,87247206.5,51.061,647,51.0,372558.0,0,4542071.929,717.969,1.768,7327941.5,642,7647108.0,0.001,;2,2,base,1.117,0.662488809311,1.117,21.895,2,27.579,0.558,;2;3,325.0
753,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.686,1803289968.0,168682.0,74015758.0,49.624,572,1.0,315466.0,0,2557715.731,913.82,1.828,4761227.0,569,6012373.0,0.001,;20,2,base,0.94,0.787234042553,0.94,18.64,2,25.216,0.47,;20;3,4534.0
754,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.668,2927064035.0,371735.0,126282816.0,75.031,1005,69.0,543953.5,0,2744921.539,1397.969,2.426,8261665.5,1004,15502343.0,0.001,;20;10,2,base,0.85,0.870588235294,0.85,16.05,2,22.616,0.425,;20;10;3,2434.0
755,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.653,2683580750.0,402244.0,118007083.0,75.016,1131,1081.007,512694.5,0,3736507.959,1417.24,2.388,88066040.5,1131,18907304.0,0.001,;20;12,2,base,1.069,0.692235734331,1.069,16.314,2,22.607,0.534,;20;12;3,2882.0
756,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.665,2607944349.0,411817.0,112947449.5,74.591,973,71.003,476414.0,0,4939936.675,1442.395,2.378,9207708.5,969,16855623.5,0.001,;20;4,2,base,0.814,0.909090909091,0.814,15.011,2,20.426,0.407,;20;4;3,1073.0
757,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.646,3489641222.0,652986.0,157040225.0,99.128,1342,2062.031,678547.0,0,3428547.978,2152.02,2.665,64205086.5,1342,57370541.0,0.001,;20;4;1,2,base,1.164,0.635738831615,1.164,21.256,2,28.273,0.582,;20;4;1;3,128.0
758,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.678,2515471403.0,329746.0,107704909.5,75.031,996,185.0,460115.0,0,3530374.144,1351.613,2.69,15279264.5,995,17019642.0,0.001,;20;7,2,base,0.833,0.888355342137,0.833,127.762,2,132.841,0.416,;20;7;3,1798.0
759,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.656,3357868388.0,598100.5,147528272.0,99.376,1247,1007.97,633034.5,0,3138443.901,2167.73,2.343,114978429.5,1246,51885446.5,0.001,;20;7;3,2,base,0.947,0.78141499472,0.947,20.0,2,26.158,0.473,;20;7;3;3,758.0
760,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.667,2888377168.0,407611.0,123615693.5,75.157,1115,125.004,537911.5,0,3695940.404,1397.148,2.911,32539580.0,1114,20738932.5,0.001,;2;11,2,base,1.148,0.644599303136,1.148,15.168,2,21.492,0.574,;2;11;3,2663.0
761,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.654,2819360937.0,613180.0,121790935.0,76.788,1268,1022.993,521823.5,0,7995250.091,1418.691,3.319,110882048.5,1268,25282916.0,0.001,;2;14,2,base,0.925,0.8,0.925,16.949,2,24.162,0.463,;2;14;3,3311.0
762,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.641,3642844006.0,691581.5,164891811.5,99.624,1141,75.001,729425.0,0,4188157.007,2170.512,2.036,19487555.0,1141,51129212.5,0.001,;2;15;8,2,base,0.839,0.88200238379,0.839,25.173,2,32.24,0.419,;2;15;8;3,2006.0
763,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.663,3736431156.0,510783.0,162897762.0,99.501,1296,144.005,706944.0,0,2839371.283,2184.523,2.525,56337513.0,1296,42273849.5,0.001,;2;1;20,2,base,0.792,0.934343434343,0.792,18.318,2,23.047,0.396,;2;1;20;3,4602.0
764,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.667,2839747785.0,440053.0,120476450.0,74.436,961,91.0,520349.5,0,4080076.94,1354.813,2.289,9083289.5,958,16575569.5,0.001,;2;2,2,base,1.109,0.667267808837,1.109,15.316,2,21.385,0.554,;2;2;3,434.0
765,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.666,3433290034.0,664736.5,148026411.5,99.499,1241,81.0,634776.5,0,4276853.303,2152.496,2.243,16639661.5,1241,62302066.5,0.001,;2;20;8,2,base,0.975,0.758974358974,0.975,20.05,2,25.268,0.487,;2;20;8;3,2008.0
766,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.665,2984683597.0,412588.0,128688090.5,75.063,1151,222.984,561372.75,0,3839930.684,1418.434,2.435,32765024.25,1148,13494407.25,0.001,;2;9,2,base,1.053,0.702754036087,1.053,16.752,2,22.711,0.526,;2;9;3,2216.0
767,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.649,2083426092.0,234888.0,93968617.0,49.623,639,68.0,401888.0,0,4882102.471,754.172,2.147,8139386.0,639,6231264.5,0.001,;3,2,base,0.957,0.773249738767,0.957,12.44,2,16.93,0.478,;3;3,635.0
768,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.676,3176128840.0,417023.0,133437683.0,75.094,1148,215.001,574549.5,0,4274449.862,1406.094,2.204,34498336.5,1146,15960447.5,0.001,;3;1,2,base,1.095,0.675799086758,1.095,14.164,2,19.986,0.547,;3;1;3,136.0
769,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.658,4446225349.0,735867.0,193610654.5,99.624,1278,65.001,831959.5,0,3281440.249,2152.98,3.811,24096812.0,1278,67897373.0,0.001,;3;10;10,2,base,0.94,0.787234042553,0.94,18.939,2,25.509,0.47,;3;10;10;3,2448.0
770,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.648,3021693900.0,471721.0,134880859.5,75.094,997,84.0,581620.5,0,4531579.454,1360.711,1.872,13224142.0,996,19707681.5,0.001,;3;11,2,base,0.876,0.844748858447,0.876,15.289,2,20.937,0.438,;3;11;3,2672.0
771,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.669,3214557464.0,485435.0,138562398.5,74.718,985,36.0,590713.5,0,5400769.949,1396.527,2.457,15055279.5,981,17710045.0,0.001,;3;12,2,base,1.207,0.613090306545,1.207,16.115,2,23.741,0.604,;3;12;3,2886.0
772,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.644,4161795461.0,752285.0,188010617.5,99.499,1338,159.0,816146.5,0,4535222.469,2133.887,2.341,68294089.5,1338,47988774.5,0.001,;3;12;14,2,base,0.919,0.805223068553,0.919,23.408,2,30.58,0.46,;3;12;14;3,3324.0
773,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.645,3940244196.0,742663.5,178243359.5,100.0,1403,55.999,767152.0,0,3835774.186,2178.902,2.074,21471777.0,1403,38068712.0,0.001,;3;12;2,2,base,1.119,0.661304736372,1.119,21.216,2,28.156,0.559,;3;12;2;3,460.0
774,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.661,3155701113.0,423708.0,138468408.0,75.187,1203,84.999,608452.0,0,3835693.4,1373.281,2.056,44644971.0,1202,21510266.0,,;3;13,2,0.001,1.043,0.709491850431,1.043,15.167,2,21.241,0.521,;3;13;3,3096.0
775,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.655,3132878692.0,469716.0,138897878.5,74.843,1045,49.0,595727.5,0,4121128.878,1387.445,2.011,34263485.0,1044,17201007.0,0.001,;3;16,2,base,0.85,0.870588235294,0.85,14.975,2,21.223,0.425,;3;16;3,3745.0
776,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.652,3172587497.0,483625.0,139944397.0,74.812,1120,196.001,604843.0,0,3492648.173,1401.742,1.766,27774376.5,1115,12839406.5,0.001,;3;18,2,base,0.848,0.872641509434,0.848,15.793,2,21.445,0.424,;3;18;3,4186.0
777,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.659,4144056871.0,700051.0,180445373.0,99.5,1273,173.001,781564.5,0,3456200.825,2176.414,2.459,76585868.0,1273,49305088.5,0.001,;3;2;1,2,base,0.977,0.757420675537,0.977,20.06,2,26.798,0.488,;3;2;1;3,142.0
778,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.657,4027989085.0,787452.5,175560170.0,100.0,1312,151.052,751145.5,0,4486713.367,2166.527,1.855,72259789.5,1312,54269429.0,0.001,;3;2;14,2,base,1.11,0.666666666667,1.11,21.409,2,27.803,0.555,;3;2;14;3,3328.0
779,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.64,3739615351.0,858998.0,166811723.5,99.75,1208,96.0,720115.5,0,6236757.763,2169.063,1.974,49622687.75,1208,45477227.25,0.001,;3;5;4,2,base,0.908,0.814977973568,0.908,21.648,2,27.356,0.454,;3;5;4;3,1097.0
780,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.668,4116626215.0,583781.0,177968649.0,99.127,1164,70.997,762369.0,0,2729637.058,2191.086,2.114,26423379.5,1164,50476848.0,0.001,;3;7;18,2,base,0.94,0.787234042553,0.94,19.039,2,24.657,0.47,;3;7;18;3,4190.0
781,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.655,3866606760.0,684043.5,170707313.0,99.626,1183,83.0,736250.0,0,3608862.697,2141.086,2.287,67233382.5,1183,36629031.0,0.001,;3;8;15,2,base,1.087,0.680772769089,1.087,22.409,2,29.56,0.543,;3;8;15;3,3535.0
782,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.683,1947640038.0,194555.0,82746907.0,49.813,682,39.0,348044.0,0,5669533.245,766.227,1.893,13269675.5,682,7673789.5,0.001,;4,2,base,1.106,0.669077757685,1.106,15.543,2,21.566,0.553,;4;3,960.0
783,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.648,2762654141.0,390732.0,125307892.0,75.093,962,131.0,530322.0,0,4247567.068,1380.566,2.178,224303973.0,962,18142761.0,0.001,;4;10,2,base,1.067,0.693533270853,1.067,13.401,2,20.196,0.533,;4;10;3,2454.0
784,parsec,1.48e+18,1484154551,parsec.dedup,1.48e+12,0,True,0.659,3877159401.0,699880.0,169122441.0,99.499,1196,120.001,728359.5,0,4584561.792,2155.617,2.097,16767453.0,1196,43451576.5,0.001,;4;11;16,2,base,0.975,0.758974358974,0.975,22.816,2,30.847,0.487,;4;11;16;3,3750.0
