TIMESTAMP,RESPONSE_TIME,EXECUTION_TIME,SERVER_IP,STATE
1482822473372,139.777,99.601,129.59.105.87,3
1482822473573,140.571,98.416,129.59.105.87,3
1482822473776,141.852,98.915,129.59.105.87,3
1482822473972,139.495,98.029,129.59.105.87,3
1482822474177,144.058,98.928,129.59.105.87,3
1482822474374,140.727,97.907,129.59.105.87,3
1482822474572,139.585,101.102,129.59.105.87,3
1482822474780,145.994,97.58,129.59.105.87,3
1482822474974,139.753,97.209,129.59.105.87,3
1482822475182,149.257,102.385,129.59.105.87,3
1482822475379,142.686,98.52,129.59.105.87,3
1482822475577,142.315,97.736,129.59.105.87,3
1482822475771,137.644,98.693,129.59.105.87,3
1482822475976,141.417,99.998,129.59.105.87,3
1482822476225,190.089,146.292,129.59.105.87,3
1482822476414,180.622,134.223,129.59.105.87,3
1482822476607,171.854,132.414,129.59.105.87,3
1482822476773,136.834,99.074,129.59.105.87,3
1482822476982,142.625,97.004,129.59.105.87,3
1482822477178,141.725,98.184,129.59.105.87,3
1482822477376,139.68,98.337,129.59.105.87,3
1482822477594,157.726,114.897,129.59.105.87,3
1482822477776,139.147,98.111,129.59.105.87,3
1482822477978,140.983,99.34,129.59.105.87,3
1482822478180,142.666,99.131,129.59.105.87,3
1482822478375,139.155,101.47,129.59.105.87,3
1482822478576,136.35,98.841,129.59.105.87,3
1482822478783,146.123,99.697,129.59.105.87,3
1482822478976,137.447,99.3,129.59.105.87,3
1482822479224,186.03,142.771,129.59.105.87,3
1482822479427,188.424,145.468,129.59.105.87,3
1482822479595,157.409,114.698,129.59.105.87,3
1482822479790,150.972,108.843,129.59.105.87,3
1482822479981,142.27,99.78,129.59.105.87,3
1482822480184,142.847,98.321,129.59.105.87,3
1482822480401,161.384,118.849,129.59.105.87,3
1482822480580,139.949,98.572,129.59.105.87,3
1482822480778,139.499,97.318,129.59.105.87,3
1482822480981,140.594,98.58,129.59.105.87,3
1482822481182,140.979,99.291,129.59.105.87,3
1482822481373,132.383,97.803,129.59.105.87,3
1482822481580,139.521,98.078,129.59.105.87,3
1482822481784,141.086,98.698,129.59.105.87,3
1482822481983,141.547,97.473,129.59.105.87,3
1482822482181,139.69,99.398,129.59.105.87,3
1482822482382,140.328,98.536,129.59.105.87,3
1482822482581,138.798,97.616,129.59.105.87,3
1482822482776,134.81,98.617,129.59.105.87,3
1482822482985,142.883,98.432,129.59.105.87,3
1482822483185,141.847,97.014,129.59.105.87,3
1482822483381,139.017,96.91,129.59.105.87,3
1482822483589,145.638,98.178,129.59.105.87,3
1482822483778,134.997,97.226,129.59.105.87,3
1482822483982,138.25,97.54,129.59.105.87,3
1482822484185,141.062,98.696,129.59.105.87,3
1482822484419,175.149,130.94,129.59.105.87,3
1482822484609,164.215,122.889,129.59.105.87,3
1482822484828,183.681,147.289,129.59.105.87,3
1482822485028,181.352,137.608,129.59.105.87,3
1482822485184,138.685,97.911,129.59.105.87,3
1482822485381,136.632,99.444,129.59.105.87,3
1482822485579,133.668,99.058,129.59.105.87,3
1482822485785,139.364,97.955,129.59.105.87,3
1482822485985,139.783,97.756,129.59.105.87,3
1482822486188,142.022,98.266,129.59.105.87,3
1482822486388,141.566,97.813,129.59.105.87,3
1482822486592,145.796,98.321,129.59.105.87,3
1482822486782,135.35,97.343,129.59.105.87,3
1482822486993,146.521,101.038,129.59.105.87,3
1482822487194,147.219,96.902,129.59.105.87,3
1482822487391,143.831,97.901,129.59.105.87,3
1482822487584,136.093,97.325,129.59.105.87,3
1482822487823,175.707,133.508,129.59.105.87,3
1482822488039,191.164,146.354,129.59.105.87,3
1482822488222,172.232,127.981,129.59.105.87,3
1482822488389,140.397,98.819,129.59.105.87,3
1482822488591,142.766,98.426,129.59.105.87,3
1482822488794,145.293,96.739,129.59.105.87,3
1482822488992,142.659,98.267,129.59.105.87,3
